Gene ID	Locus Type	Locus Tag	Gene Product Name	Start Coord	End Coord	Strand	
3300049256 assembled Ga0508132_00167_10407_11333	CDS	null	farnesyl diphosphate synthase	10407	11333	-	
3300049256 assembled Ga0508132_00167_11340_12146	CDS	null	monofunctional biosynthetic peptidoglycan transglycosylase	11340	12146	+	
3300049256 assembled Ga0508132_00167_12337_12477	CDS	null	large subunit ribosomal protein L32	12337	12477	+	
3300049256 assembled Ga0508132_00167_12715_13305	CDS	null	hypothetical protein	12715	13305	+	
3300049256 assembled Ga0508132_00167_13322_13621	CDS	null	hypothetical protein	13322	13621	-	
3300049256 assembled Ga0508132_00167_13866_15584	CDS	null	diguanylate cyclase (GGDEF)-like protein	13866	15584	+	
3300049256 assembled Ga0508132_00167_15598_16254	CDS	null	polyhydroxyalkanoate synthesis repressor PhaR	15598	16254	-	
3300049256 assembled Ga0508132_00167_16493_17677	CDS	null	acetyl-CoA C-acetyltransferase	16493	17677	+	
3300049256 assembled Ga0508132_00167_17856_18581	CDS	null	acetoacetyl-CoA reductase	17856	18581	+	
3300049256 assembled Ga0508132_00167_18637_19512	CDS	null	drug/metabolite transporter (DMT)-like permease	18637	19512	+	
3300049256 assembled Ga0508132_00167_19593_19937	CDS	null	hypothetical protein	19593	19937	+	
3300049256 assembled Ga0508132_00167_19937_21412	CDS	null	methyl-accepting chemotaxis protein	19937	21412	+	
3300049256 assembled Ga0508132_00167_2091_2573	CDS	null	DNA-binding MarR family transcriptional regulator	2091	2573	-	
3300049256 assembled Ga0508132_00167_21497_21703	CDS	null	hypothetical protein	21497	21703	-	
3300049256 assembled Ga0508132_00167_21812_22312	CDS	null	aspartyl protease family protein	21812	22312	-	
3300049256 assembled Ga0508132_00167_22457_24964	CDS	null	ATP-dependent helicase HrpB	22457	24964	-	
3300049256 assembled Ga0508132_00167_25090_26145	CDS	null	uncharacterized membrane protein YcfT	25090	26145	+	
3300049256 assembled Ga0508132_00167_26239_27798	CDS	null	succinyl-CoA:acetate CoA-transferase	26239	27798	-	
3300049256 assembled Ga0508132_00167_2786_3274	CDS	null	Fur family zinc uptake transcriptional regulator	2786	3274	+	
3300049256 assembled Ga0508132_00167_28470_28553	CDS	null	hypothetical protein	28470	28553	-	
3300049256 assembled Ga0508132_00167_2_925	CDS	null	DHA2 family multidrug resistance protein	2	925	-	
3300049256 assembled Ga0508132_00167_3413_4363	CDS	null	drug/metabolite transporter (DMT)-like permease	3413	4363	+	
3300049256 assembled Ga0508132_00167_4377_5672	CDS	null	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase	4377	5672	+	
3300049256 assembled Ga0508132_00167_5688_7295	CDS	null	CPA1 family monovalent cation:H+ antiporter	5688	7295	-	
3300049256 assembled Ga0508132_00167_7531_9219	CDS	null	diguanylate cyclase (GGDEF)-like protein	7531	9219	+	
3300049256 assembled Ga0508132_00167_9240_9683	CDS	null	hypothetical protein	9240	9683	+	
3300049256 assembled Ga0508132_00167_929_2098	CDS	null	membrane fusion protein (multidrug efflux system)	929	2098	-	
3300049256 assembled Ga0508132_00167_9710_10399	CDS	null	uncharacterized membrane protein	9710	10399	-	
