Gene ID	Locus Type	Locus Tag	Gene Product Name	Start Coord	End Coord	Strand	
3300049256 assembled Ga0508132_00127_10334_11323	CDS	null	glyoxylase-like metal-dependent hydrolase (beta-lactamase superfamily II)	10334	11323	-	
3300049256 assembled Ga0508132_00127_11414_11944	CDS	null	membrane protein DedA with SNARE-associated domain	11414	11944	-	
3300049256 assembled Ga0508132_00127_12245_12805	CDS	null	hypothetical protein	12245	12805	+	
3300049256 assembled Ga0508132_00127_12783_14834	CDS	null	topoisomerase-4 subunit B	12783	14834	+	
3300049256 assembled Ga0508132_00127_14847_15134	CDS	null	addiction module HigA family antidote	14847	15134	-	
3300049256 assembled Ga0508132_00127_15146_15433	CDS	null	proteic killer suppression protein	15146	15433	-	
3300049256 assembled Ga0508132_00127_15601_16080	CDS	null	hypothetical protein	15601	16080	+	
3300049256 assembled Ga0508132_00127_16096_16329	CDS	null	hypothetical protein	16096	16329	+	
3300049256 assembled Ga0508132_00127_16455_17360	CDS	null	nucleoside-diphosphate-sugar epimerase	16455	17360	-	
3300049256 assembled Ga0508132_00127_17458_18291	CDS	null	transcriptional regulator with XRE-family HTH domain	17458	18291	+	
3300049256 assembled Ga0508132_00127_1771_2085	CDS	null	hypothetical protein	1771	2085	-	
3300049256 assembled Ga0508132_00127_18350_19588	CDS	null	2-polyprenyl-6-methoxyphenol hydroxylase-like FAD-dependent oxidoreductase	18350	19588	-	
3300049256 assembled Ga0508132_00127_19643_21169	CDS	null	hypothetical protein	19643	21169	-	
3300049256 assembled Ga0508132_00127_21377_21727	CDS	null	hypothetical protein	21377	21727	-	
3300049256 assembled Ga0508132_00127_21784_23622	CDS	null	methyl-accepting chemotaxis protein	21784	23622	-	
3300049256 assembled Ga0508132_00127_24154_25158	CDS	null	AraC-like DNA-binding protein	24154	25158	+	
3300049256 assembled Ga0508132_00127_2423_4228	CDS	null	polyhydroxyalkanoate synthase	2423	4228	+	
3300049256 assembled Ga0508132_00127_25429_26991	CDS	null	superfamily II DNA/RNA helicase	25429	26991	+	
3300049256 assembled Ga0508132_00127_27102_28169	CDS	null	diguanylate cyclase	27102	28169	+	
3300049256 assembled Ga0508132_00127_28220_28687	CDS	null	DNA transformation protein	28220	28687	-	
3300049256 assembled Ga0508132_00127_28808_30478	CDS	null	tetratricopeptide (TPR) repeat protein	28808	30478	-	
3300049256 assembled Ga0508132_00127_2_283	CDS	null	homoserine dehydrogenase	2	283	-	
3300049256 assembled Ga0508132_00127_30650_31045	CDS	null	iron-sulfur cluster assembly protein	30650	31045	-	
3300049256 assembled Ga0508132_00127_31122_31490	CDS	null	FeS assembly SUF system protein	31122	31490	-	
3300049256 assembled Ga0508132_00127_31487_32734	CDS	null	cysteine desulfurase/selenocysteine lyase	31487	32734	-	
3300049256 assembled Ga0508132_00127_32731_34044	CDS	null	Fe-S cluster assembly protein SufD	32731	34044	-	
3300049256 assembled Ga0508132_00127_34067_34378	CDS	null	Fe-S cluster assembly ATP-binding protein	34067	34378	-	
3300049256 assembled Ga0508132_00127_365_1585	CDS	null	alanine-synthesizing transaminase	365	1585	-	
3300049256 assembled Ga0508132_00127_4348_4692	CDS	null	hypothetical protein	4348	4692	-	
3300049256 assembled Ga0508132_00127_4909_6729	CDS	null	hypothetical protein	4909	6729	-	
3300049256 assembled Ga0508132_00127_6992_7594	CDS	null	SAM-dependent methyltransferase	6992	7594	-	
3300049256 assembled Ga0508132_00127_7604_8611	CDS	null	N-acetyl-gamma-glutamyl-phosphate reductase	7604	8611	-	
3300049256 assembled Ga0508132_00127_8611_9276	CDS	null	transcriptional regulator	8611	9276	-	
3300049256 assembled Ga0508132_00127_9380_9529	CDS	null	hypothetical protein	9380	9529	-	
3300049256 assembled Ga0508132_00127_9728_10273	CDS	null	hypothetical protein	9728	10273	+	
