Gene ID	Locus Type	Locus Tag	Gene Product Name	Start Coord	End Coord	Strand	
3300049256 assembled Ga0508132_00075_10012_12606	CDS	null	Mg2+-importing ATPase	10012	12606	-	
3300049256 assembled Ga0508132_00075_12782_14596	CDS	null	polyhydroxyalkanoate synthase	12782	14596	+	
3300049256 assembled Ga0508132_00075_14578_16155	CDS	null	aminoglycoside phosphotransferase family enzyme/predicted kinase	14578	16155	-	
3300049256 assembled Ga0508132_00075_16349_16825	CDS	null	CBS-domain-containing membrane protein	16349	16825	+	
3300049256 assembled Ga0508132_00075_16974_19697	CDS	null	acetyltransferase	16974	19697	+	
3300049256 assembled Ga0508132_00075_19760_20170	CDS	null	hypothetical protein	19760	20170	-	
3300049256 assembled Ga0508132_00075_20355_21491	CDS	null	phospholipid/cholesterol/gamma-HCH transport system permease protein	20355	21491	+	
3300049256 assembled Ga0508132_00075_21494_22276	CDS	null	phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein	21494	22276	+	
3300049256 assembled Ga0508132_00075_2151_3458	CDS	null	O-acetylhomoserine (thiol)-lyase	2151	3458	-	
3300049256 assembled Ga0508132_00075_22284_23477	CDS	null	phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein	22284	23477	+	
3300049256 assembled Ga0508132_00075_23437_23715	CDS	null	mono/diheme cytochrome c family protein	23437	23715	-	
3300049256 assembled Ga0508132_00075_23954_24673	CDS	null	CRP/FNR family transcriptional regulator	23954	24673	+	
3300049256 assembled Ga0508132_00075_24723_25961	CDS	null	voltage-gated potassium channel	24723	25961	+	
3300049256 assembled Ga0508132_00075_25994_26350	CDS	null	hypothetical protein	25994	26350	-	
3300049256 assembled Ga0508132_00075_26483_28594	CDS	null	anaerobic selenocysteine-containing dehydrogenase	26483	28594	+	
3300049256 assembled Ga0508132_00075_28662_28943	CDS	null	hypothetical protein	28662	28943	-	
3300049256 assembled Ga0508132_00075_29188_29388	CDS	null	hypothetical protein	29188	29388	-	
3300049256 assembled Ga0508132_00075_29441_29812	CDS	null	hypothetical protein	29441	29812	-	
3300049256 assembled Ga0508132_00075_29959_30213	CDS	null	DNA-binding protein H-NS	29959	30213	+	
3300049256 assembled Ga0508132_00075_2_733	CDS	null	NADH-quinone oxidoreductase subunit M	2	733	+	
3300049256 assembled Ga0508132_00075_30200_30394	CDS	null	hypothetical protein	30200	30394	-	
3300049256 assembled Ga0508132_00075_30393_31025	CDS	null	urease accessory protein	30393	31025	+	
3300049256 assembled Ga0508132_00075_31256_32917	CDS	null	two-component sensor histidine kinase	31256	32917	+	
3300049256 assembled Ga0508132_00075_33065_33610	CDS	null	RNA polymerase sigma-70 factor (ECF subfamily)	33065	33610	-	
3300049256 assembled Ga0508132_00075_33612_33827	CDS	null	hypothetical protein	33612	33827	-	
3300049256 assembled Ga0508132_00075_34036_34842	CDS	null	CheY-like chemotaxis protein/DNA-directed RNA polymerase specialized sigma24 family protein	34036	34842	+	
3300049256 assembled Ga0508132_00075_35058_35294	CDS	null	hypothetical protein	35058	35294	-	
3300049256 assembled Ga0508132_00075_35616_36284	CDS	null	two-component sensor histidine kinase	35616	36284	+	
3300049256 assembled Ga0508132_00075_36339_36584	CDS	null	hypothetical protein	36339	36584	+	
3300049256 assembled Ga0508132_00075_36945_37340	CDS	null	hypothetical protein	36945	37340	+	
3300049256 assembled Ga0508132_00075_3706_4404	CDS	null	CRP/FNR family nitrogen fixation transcriptional regulator	3706	4404	-	
3300049256 assembled Ga0508132_00075_37442_38602	CDS	null	predicted PurR-regulated permease PerM	37442	38602	-	
3300049256 assembled Ga0508132_00075_38806_39567	CDS	null	lipoprotein-anchoring transpeptidase ErfK/SrfK	38806	39567	+	
3300049256 assembled Ga0508132_00075_39591_40259	CDS	null	hypothetical protein	39591	40259	+	
3300049256 assembled Ga0508132_00075_40600_40755	CDS	null	hypothetical protein	40600	40755	+	
3300049256 assembled Ga0508132_00075_40904_41104	CDS	null	uncharacterized protein YjbJ (UPF0337 family)	40904	41104	-	
3300049256 assembled Ga0508132_00075_41299_43473	CDS	null	malate synthase	41299	43473	-	
3300049256 assembled Ga0508132_00075_43916_45352	CDS	null	uroporphyrin-III C-methyltransferase/precorrin-2 dehydrogenase/sirohydrochlorin ferrochelatase	43916	45352	+	
3300049256 assembled Ga0508132_00075_45349_45663	CDS	null	hypothetical protein	45349	45663	+	
3300049256 assembled Ga0508132_00075_45675_46073	CDS	null	sulfite reductase (NADPH) hemoprotein beta-component	45675	46073	+	
3300049256 assembled Ga0508132_00075_4591_4983	CDS	null	FixJ family two-component response regulator	4591	4983	-	
3300049256 assembled Ga0508132_00075_5068_5682	CDS	null	two-component system response regulator FixJ	5068	5682	-	
3300049256 assembled Ga0508132_00075_5672_7201	CDS	null	two-component system sensor kinase FixL	5672	7201	-	
3300049256 assembled Ga0508132_00075_7343_8074	CDS	null	CBS domain-containing protein	7343	8074	-	
3300049256 assembled Ga0508132_00075_744_2108	CDS	null	NADH-quinone oxidoreductase subunit N	744	2108	+	
3300049256 assembled Ga0508132_00075_8154_8987	CDS	null	nucleotide-binding universal stress UspA family protein	8154	8987	-	
3300049256 assembled Ga0508132_00075_9083_10015	CDS	null	nucleotide-binding universal stress UspA family protein	9083	10015	+	
