Gene ID	Locus Type	Locus Tag	Gene Product Name	Start Coord	End Coord	Strand	
3300049256 assembled Ga0508132_00162_1113_1478	CDS	null	hypothetical protein	1113	1478	+	
3300049256 assembled Ga0508132_00162_11784_12131	CDS	null	hypothetical protein	11784	12131	+	
3300049256 assembled Ga0508132_00162_12144_12992	CDS	null	hypothetical protein	12144	12992	-	
3300049256 assembled Ga0508132_00162_13125_15824	CDS	null	aconitate hydratase	13125	15824	-	
3300049256 assembled Ga0508132_00162_1580_1840	CDS	null	hypothetical protein	1580	1840	+	
3300049256 assembled Ga0508132_00162_15909_16694	CDS	null	enoyl-CoA hydratase	15909	16694	+	
3300049256 assembled Ga0508132_00162_16808_17557	CDS	null	hypothetical protein	16808	17557	+	
3300049256 assembled Ga0508132_00162_17661_18077	CDS	null	predicted cupin superfamily sugar epimerase	17661	18077	-	
3300049256 assembled Ga0508132_00162_18074_18685	CDS	null	inhibitor of KinA sporulation pathway (predicted exonuclease)	18074	18685	-	
3300049256 assembled Ga0508132_00162_18750_19445	CDS	null	divalent metal cation (Fe/Co/Zn/Cd) transporter	18750	19445	+	
3300049256 assembled Ga0508132_00162_1896_2090	CDS	null	hypothetical protein	1896	2090	+	
3300049256 assembled Ga0508132_00162_19512_24290	CDS	null	glutamate dehydrogenase	19512	24290	+	
3300049256 assembled Ga0508132_00162_2164_2355	CDS	null	ribosomal protein L12E/L44/L45/RPP1/RPP2	2164	2355	+	
3300049256 assembled Ga0508132_00162_2357_4486	CDS	null	prolyl oligopeptidase	2357	4486	-	
3300049256 assembled Ga0508132_00162_24355_24735	CDS	null	predicted DNA-binding protein (MmcQ/YjbR family)	24355	24735	+	
3300049256 assembled Ga0508132_00162_24739_25359	CDS	null	hypothetical protein	24739	25359	-	
3300049256 assembled Ga0508132_00162_25639_26265	CDS	null	hypothetical protein	25639	26265	+	
3300049256 assembled Ga0508132_00162_26300_26707	CDS	null	hypothetical protein	26300	26707	+	
3300049256 assembled Ga0508132_00162_26787_27614	CDS	null	hypothetical protein	26787	27614	-	
3300049256 assembled Ga0508132_00162_27673_28380	CDS	null	membrane associated rhomboid family serine protease	27673	28380	-	
3300049256 assembled Ga0508132_00162_28541_28954	CDS	null	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	28541	28954	+	
3300049256 assembled Ga0508132_00162_3_470	CDS	null	hypothetical protein	3	470	-	
3300049256 assembled Ga0508132_00162_4589_5398	CDS	null	diaminopimelate epimerase	4589	5398	+	
3300049256 assembled Ga0508132_00162_467_1084	CDS	null	hypothetical protein	467	1084	-	
3300049256 assembled Ga0508132_00162_5395_6630	CDS	null	threonylcarbamoyladenosine tRNA methylthiotransferase MtaB	5395	6630	+	
3300049256 assembled Ga0508132_00162_6627_7562	CDS	null	fused signal recognition particle receptor	6627	7562	+	
3300049256 assembled Ga0508132_00162_7559_8110	CDS	null	intracellular septation protein	7559	8110	+	
3300049256 assembled Ga0508132_00162_8316_8819	CDS	null	DNA-binding MarR family transcriptional regulator	8316	8819	+	
3300049256 assembled Ga0508132_00162_8829_9062	CDS	null	hypothetical protein	8829	9062	-	
3300049256 assembled Ga0508132_00162_9377_9940	CDS	null	polyhydroxyalkanoate synthesis repressor PhaR	9377	9940	+	
3300049256 assembled Ga0508132_00162_9942_11660	CDS	null	diguanylate cyclase (GGDEF)-like protein	9942	11660	-	
