Gene ID	Locus Type	Locus Tag	Gene Product Name	Start Coord	End Coord	Strand	
3300049256 assembled Ga0508132_00003_100133_101407	CDS	null	HK97 family phage portal protein	100133	101407	-	
3300049256 assembled Ga0508132_00003_101433_101732	CDS	null	5-methylcytosine-specific restriction endonuclease McrA	101433	101732	-	
3300049256 assembled Ga0508132_00003_101713_101922	CDS	null	hypothetical protein	101713	101922	-	
3300049256 assembled Ga0508132_00003_101933_103606	CDS	null	phage terminase large subunit-like protein	101933	103606	-	
3300049256 assembled Ga0508132_00003_10226_11731	CDS	null	threonine synthase	10226	11731	-	
3300049256 assembled Ga0508132_00003_103619_104002	CDS	null	hypothetical protein	103619	104002	-	
3300049256 assembled Ga0508132_00003_104055_104249	CDS	null	hypothetical protein	104055	104249	-	
3300049256 assembled Ga0508132_00003_104246_105073	CDS	null	hypothetical protein	104246	105073	-	
3300049256 assembled Ga0508132_00003_105137_106123	CDS	null	DNA (cytosine-5)-methyltransferase 1	105137	106123	-	
3300049256 assembled Ga0508132_00003_106120_107391	CDS	null	DNA modification methylase	106120	107391	-	
3300049256 assembled Ga0508132_00003_107747_107896	CDS	null	hypothetical protein	107747	107896	-	
3300049256 assembled Ga0508132_00003_108371_109003	CDS	null	RinA family phage transcriptional activator	108371	109003	-	
3300049256 assembled Ga0508132_00003_109029_109262	CDS	null	hypothetical protein	109029	109262	-	
3300049256 assembled Ga0508132_00003_109363_109692	CDS	null	hypothetical protein	109363	109692	-	
3300049256 assembled Ga0508132_00003_109671_110162	CDS	null	hypothetical protein	109671	110162	-	
3300049256 assembled Ga0508132_00003_110465_112993	CDS	null	hypothetical protein	110465	112993	-	
3300049256 assembled Ga0508132_00003_113000_113335	CDS	null	hypothetical protein	113000	113335	-	
3300049256 assembled Ga0508132_00003_113413_114129	CDS	null	hypothetical protein	113413	114129	-	
3300049256 assembled Ga0508132_00003_114149_114562	CDS	null	predicted nuclease with TOPRIM domain	114149	114562	-	
3300049256 assembled Ga0508132_00003_114546_115880	CDS	null	SNF2 family DNA or RNA helicase	114546	115880	-	
3300049256 assembled Ga0508132_00003_115859_116221	CDS	null	hypothetical protein	115859	116221	-	
3300049256 assembled Ga0508132_00003_116205_116459	CDS	null	transcriptional regulator with XRE-family HTH domain	116205	116459	-	
3300049256 assembled Ga0508132_00003_116449_116715	CDS	null	putative transcriptional regulator	116449	116715	-	
3300049256 assembled Ga0508132_00003_116853_117257	CDS	null	transcriptional regulator with XRE-family HTH domain	116853	117257	+	
3300049256 assembled Ga0508132_00003_117287_117817	CDS	null	Zn-dependent peptidase ImmA (M78 family)	117287	117817	+	
3300049256 assembled Ga0508132_00003_11752_12420	CDS	null	DNA/RNA-binding domain of Phe-tRNA-synthetase-like protein	11752	12420	-	
3300049256 assembled Ga0508132_00003_118193_119266	CDS	null	serine protease Do	118193	119266	+	
3300049256 assembled Ga0508132_00003_119307_121277	CDS	null	molecular chaperone HtpG	119307	121277	+	
3300049256 assembled Ga0508132_00003_121374_122675	CDS	null	TolC family type I secretion outer membrane protein	121374	122675	-	
3300049256 assembled Ga0508132_00003_122725_123792	CDS	null	mannose-6-phosphate isomerase	122725	123792	-	
3300049256 assembled Ga0508132_00003_123874_124425	CDS	null	large subunit ribosomal protein L25	123874	124425	-	
3300049256 assembled Ga0508132_00003_12439_12915	CDS	null	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase	12439	12915	-	
3300049256 assembled Ga0508132_00003_124497_125852	CDS	null	phosphomannomutase/phosphoglucomutase	124497	125852	-	
3300049256 assembled Ga0508132_00003_125815_126894	CDS	null	uncharacterized protein YyaL (SSP411 family)	125815	126894	-	
3300049256 assembled Ga0508132_00003_126897_128075	CDS	null	glycosyltransferase involved in cell wall biosynthesis	126897	128075	-	
3300049256 assembled Ga0508132_00003_128129_129064	CDS	null	mannose-1-phosphate guanylyltransferase	128129	129064	-	
3300049256 assembled Ga0508132_00003_129181_130272	CDS	null	predicted GH43/DUF377 family glycosyl hydrolase	129181	130272	-	
3300049256 assembled Ga0508132_00003_12926_13999	CDS	null	uncharacterized Fe-S center protein	12926	13999	-	
3300049256 assembled Ga0508132_00003_130671_130955	CDS	null	chaperonin GroES	130671	130955	+	
3300049256 assembled Ga0508132_00003_130975_132591	CDS	null	chaperonin GroEL	130975	132591	+	
3300049256 assembled Ga0508132_00003_132736_132915	CDS	null	hypothetical protein	132736	132915	+	
3300049256 assembled Ga0508132_00003_132878_134413	CDS	null	nicotinate phosphoribosyltransferase	132878	134413	+	
3300049256 assembled Ga0508132_00003_134577_135467	CDS	null	putative nucleotidyltransferase with HDIG domain	134577	135467	-	
3300049256 assembled Ga0508132_00003_135686_136543	CDS	null	diguanylate cyclase (GGDEF)-like protein	135686	136543	-	
3300049256 assembled Ga0508132_00003_136540_136890	CDS	null	hypothetical protein	136540	136890	-	
3300049256 assembled Ga0508132_00003_137095_137217	CDS	null	hypothetical protein	137095	137217	-	
3300049256 assembled Ga0508132_00003_137523_137687	CDS	null	uncharacterized membrane protein YjdF	137523	137687	-	
3300049256 assembled Ga0508132_00003_137687_138841	CDS	null	spore germination protein KC	137687	138841	-	
3300049256 assembled Ga0508132_00003_138922_140004	CDS	null	spore germination protein (amino acid permease)	138922	140004	-	
3300049256 assembled Ga0508132_00003_140022_141968	CDS	null	spore germination protein KA	140022	141968	-	
3300049256 assembled Ga0508132_00003_14098_14337	CDS	null	hypothetical protein	14098	14337	-	
3300049256 assembled Ga0508132_00003_142278_143663	CDS	null	23S rRNA (uracil1939-C5)-methyltransferase	142278	143663	-	
3300049256 assembled Ga0508132_00003_143673_146102	CDS	null	lon-related putative ATP-dependent protease	143673	146102	-	
3300049256 assembled Ga0508132_00003_14574_15644	CDS	null	putative nucleotidyltransferase with HDIG domain	14574	15644	+	
3300049256 assembled Ga0508132_00003_146345_146488	CDS	null	hypothetical protein	146345	146488	-	
3300049256 assembled Ga0508132_00003_146606_147277	CDS	null	membrane protease YdiL (CAAX protease family)	146606	147277	-	
3300049256 assembled Ga0508132_00003_147376_148467	CDS	null	endoglucanase	147376	148467	-	
3300049256 assembled Ga0508132_00003_148492_149925	CDS	null	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B	148492	149925	-	
3300049256 assembled Ga0508132_00003_149929_151392	CDS	null	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A	149929	151392	-	
3300049256 assembled Ga0508132_00003_151404_151694	CDS	null	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C	151404	151694	-	
3300049256 assembled Ga0508132_00003_151743_153758	CDS	null	DNA ligase (NAD+)	151743	153758	-	
3300049256 assembled Ga0508132_00003_153812_155995	CDS	null	DNA helicase-2/ATP-dependent DNA helicase PcrA	153812	155995	-	
3300049256 assembled Ga0508132_00003_1540_3363	CDS	null	radical SAM superfamily enzyme YgiQ (UPF0313 family)	1540	3363	-	
3300049256 assembled Ga0508132_00003_156110_156358	CDS	null	hypothetical protein	156110	156358	-	
3300049256 assembled Ga0508132_00003_15618_16637	CDS	null	3-deoxy-7-phosphoheptulonate synthase	15618	16637	-	
3300049256 assembled Ga0508132_00003_156342_156548	CDS	null	TusA-related sulfurtransferase	156342	156548	-	
3300049256 assembled Ga0508132_00003_156552_157652	CDS	null	YedE family putative selenium metabolism protein	156552	157652	-	
3300049256 assembled Ga0508132_00003_157772_158665	CDS	null	DNA-binding transcriptional LysR family regulator	157772	158665	+	
3300049256 assembled Ga0508132_00003_158868_159377	CDS	null	hypothetical protein	158868	159377	-	
3300049256 assembled Ga0508132_00003_159401_159562	CDS	null	hypothetical protein	159401	159562	-	
3300049256 assembled Ga0508132_00003_159677_160894	CDS	null	putative DNA modification/repair radical SAM protein	159677	160894	+	
3300049256 assembled Ga0508132_00003_160881_161624	CDS	null	probable DNA metabolism protein	160881	161624	+	
3300049256 assembled Ga0508132_00003_161680_162468	CDS	null	tRNA(Ile)-lysidine synthase TilS/MesJ	161680	162468	+	
3300049256 assembled Ga0508132_00003_162496_162876	CDS	null	lactoylglutathione lyase	162496	162876	-	
3300049256 assembled Ga0508132_00003_163252_163731	CDS	null	DNA-binding Lrp family transcriptional regulator	163252	163731	+	
3300049256 assembled Ga0508132_00003_163728_164894	CDS	null	aminotransferase	163728	164894	+	
3300049256 assembled Ga0508132_00003_164928_166136	CDS	null	polysaccharide deacetylase 2 family uncharacterized protein YibQ	164928	166136	-	
3300049256 assembled Ga0508132_00003_166240_166992	CDS	null	L-ascorbate metabolism protein UlaG (beta-lactamase superfamily)	166240	166992	-	
3300049256 assembled Ga0508132_00003_16663_17517	CDS	null	prephenate dehydratase	16663	17517	-	
3300049256 assembled Ga0508132_00003_167252_168088	CDS	null	drug/metabolite transporter (DMT)-like permease	167252	168088	+	
3300049256 assembled Ga0508132_00003_168112_169071	CDS	null	hypothetical protein	168112	169071	-	
3300049256 assembled Ga0508132_00003_169154_169663	CDS	null	TDG/mug DNA glycosylase family protein	169154	169663	+	
3300049256 assembled Ga0508132_00003_169720_169851	CDS	null	hypothetical protein	169720	169851	+	
3300049256 assembled Ga0508132_00003_169883_170524	CDS	null	phosphoribosyl-ATP pyrophosphohydrolase/phosphoribosyl-AMP cyclohydrolase	169883	170524	-	
3300049256 assembled Ga0508132_00003_170521_171279	CDS	null	cyclase	170521	171279	-	
3300049256 assembled Ga0508132_00003_171279_172013	CDS	null	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase	171279	172013	-	
3300049256 assembled Ga0508132_00003_172013_172618	CDS	null	glutamine amidotransferase	172013	172618	-	
3300049256 assembled Ga0508132_00003_172633_173238	CDS	null	imidazoleglycerol-phosphate dehydratase	172633	173238	-	
3300049256 assembled Ga0508132_00003_173249_174298	CDS	null	histidinol-phosphate aminotransferase	173249	174298	-	
3300049256 assembled Ga0508132_00003_174300_175640	CDS	null	histidinol dehydrogenase	174300	175640	-	
3300049256 assembled Ga0508132_00003_175637_176302	CDS	null	ATP phosphoribosyltransferase	175637	176302	-	
3300049256 assembled Ga0508132_00003_176454_177407	CDS	null	phosphoglycerate dehydrogenase-like enzyme	176454	177407	+	
3300049256 assembled Ga0508132_00003_17683_18102	CDS	null	hypothetical protein	17683	18102	+	
3300049256 assembled Ga0508132_00003_177453_177980	CDS	null	putative nucleotidyltransferase with HDIG domain	177453	177980	-	
3300049256 assembled Ga0508132_00003_177982_179184	CDS	null	ATP phosphoribosyltransferase regulatory subunit	177982	179184	-	
3300049256 assembled Ga0508132_00003_179162_179470	CDS	null	TrpR-related protein YerC/YecD	179162	179470	-	
3300049256 assembled Ga0508132_00003_179819_180877	CDS	null	D-methionine transport system ATP-binding protein	179819	180877	+	
3300049256 assembled Ga0508132_00003_18019_18636	CDS	null	L,D-peptidoglycan transpeptidase YkuD (ErfK/YbiS/YcfS/YnhG family)	18019	18636	-	
3300049256 assembled Ga0508132_00003_180846_181499	CDS	null	D-methionine transport system permease protein	180846	181499	+	
3300049256 assembled Ga0508132_00003_181511_182317	CDS	null	D-methionine transport system substrate-binding protein	181511	182317	+	
3300049256 assembled Ga0508132_00003_182627_184258	CDS	null	DHA2 family multidrug resistance protein	182627	184258	-	
3300049256 assembled Ga0508132_00003_184279_185301	CDS	null	multidrug resistance efflux pump	184279	185301	-	
3300049256 assembled Ga0508132_00003_185353_185973	CDS	null	AcrR family transcriptional regulator	185353	185973	-	
