Gene ID	Locus Type	Locus Tag	Gene Product Name	Start Coord	End Coord	Strand	
3300049256 assembled Ga0508132_00011_100365_101042	CDS	null	hypothetical protein	100365	101042	+	
3300049256 assembled Ga0508132_00011_101160_102185	CDS	null	NAD(P)H-dependent flavin oxidoreductase YrpB (nitropropane dioxygenase family)	101160	102185	-	
3300049256 assembled Ga0508132_00011_102620_104350	CDS	null	methyl-accepting chemotaxis protein	102620	104350	+	
3300049256 assembled Ga0508132_00011_104818_105306	CDS	null	hypothetical protein	104818	105306	+	
3300049256 assembled Ga0508132_00011_105722_106897	CDS	null	MFS family permease	105722	106897	+	
3300049256 assembled Ga0508132_00011_106995_108302	CDS	null	amidohydrolase	106995	108302	+	
3300049256 assembled Ga0508132_00011_108409_109164	CDS	null	MFS family permease	108409	109164	+	
3300049256 assembled Ga0508132_00011_10843_12666	CDS	null	penicillin-binding protein 2	10843	12666	+	
3300049256 assembled Ga0508132_00011_109161_109640	CDS	null	hypothetical protein	109161	109640	+	
3300049256 assembled Ga0508132_00011_109872_111221	CDS	null	APA family basic amino acid/polyamine antiporter	109872	111221	-	
3300049256 assembled Ga0508132_00011_112206_113423	CDS	null	branched-chain amino acid transport system substrate-binding protein	112206	113423	+	
3300049256 assembled Ga0508132_00011_114007_115407	CDS	null	SSS family solute:Na+ symporter	114007	115407	+	
3300049256 assembled Ga0508132_00011_115594_117669	CDS	null	DNA topoisomerase-3	115594	117669	+	
3300049256 assembled Ga0508132_00011_117754_118425	CDS	null	threonine/homoserine/homoserine lactone efflux protein	117754	118425	+	
3300049256 assembled Ga0508132_00011_118711_119154	CDS	null	outer membrane murein-binding lipoprotein Lpp	118711	119154	-	
3300049256 assembled Ga0508132_00011_119144_119977	CDS	null	high-affinity iron transporter	119144	119977	-	
3300049256 assembled Ga0508132_00011_120633_122549	CDS	null	ATP-binding cassette subfamily F protein uup	120633	122549	+	
3300049256 assembled Ga0508132_00011_122844_123860	CDS	null	hypothetical protein	122844	123860	+	
3300049256 assembled Ga0508132_00011_124034_125227	CDS	null	aspartate/methionine/tyrosine aminotransferase	124034	125227	+	
