Gene ID	Locus Type	Locus Tag	Gene Product Name	Start Coord	End Coord	Strand	
3300049256 assembled Ga0508132_00045_11123_12325	CDS	null	glycosyltransferase involved in cell wall biosynthesis	11123	12325	+	
3300049256 assembled Ga0508132_00045_1162_2175	CDS	null	S1-C subfamily serine protease	1162	2175	-	
3300049256 assembled Ga0508132_00045_12353_13876	CDS	null	hypothetical protein	12353	13876	+	
3300049256 assembled Ga0508132_00045_13896_14255	CDS	null	hypothetical protein	13896	14255	-	
3300049256 assembled Ga0508132_00045_14515_15867	CDS	null	O-antigen/teichoic acid export membrane protein	14515	15867	+	
3300049256 assembled Ga0508132_00045_15916_16443	CDS	null	flavin reductase (DIM6/NTAB) family NADH-FMN oxidoreductase RutF	15916	16443	-	
3300049256 assembled Ga0508132_00045_16440_17441	CDS	null	homoserine O-succinyltransferase	16440	17441	-	
3300049256 assembled Ga0508132_00045_17455_18759	CDS	null	O-acetylhomoserine (thiol)-lyase	17455	18759	-	
3300049256 assembled Ga0508132_00045_19037_20857	CDS	null	fatty-acyl-CoA synthase	19037	20857	+	
3300049256 assembled Ga0508132_00045_20857_21741	CDS	null	branched-chain amino acid aminotransferase	20857	21741	+	
3300049256 assembled Ga0508132_00045_21769_22650	CDS	null	hypothetical protein	21769	22650	-	
3300049256 assembled Ga0508132_00045_22726_22995	CDS	null	acyl carrier protein	22726	22995	+	
3300049256 assembled Ga0508132_00045_22982_24364	CDS	null	acyl-coenzyme A synthetase/AMP-(fatty) acid ligase	22982	24364	+	
3300049256 assembled Ga0508132_00045_24357_25088	CDS	null	3-oxoacyl-[acyl-carrier protein] reductase	24357	25088	+	
3300049256 assembled Ga0508132_00045_2525_3796	CDS	null	hypothetical protein	2525	3796	+	
3300049256 assembled Ga0508132_00045_25274_26212	CDS	null	seryl-tRNA synthetase	25274	26212	-	
3300049256 assembled Ga0508132_00045_26257_27477	CDS	null	acyl-CoA dehydrogenase	26257	27477	-	
3300049256 assembled Ga0508132_00045_27812_28108	CDS	null	acyl carrier protein	27812	28108	+	
3300049256 assembled Ga0508132_00045_28188_28643	CDS	null	uncharacterized cupin superfamily protein	28188	28643	+	
3300049256 assembled Ga0508132_00045_28897_29409	CDS	null	nucleoside-triphosphatase THEP1	28897	29409	+	
3300049256 assembled Ga0508132_00045_29516_29812	CDS	null	ferredoxin like protein	29516	29812	-	
3300049256 assembled Ga0508132_00045_29848_31155	CDS	null	electron transfer flavoprotein-quinone oxidoreductase	29848	31155	-	
3300049256 assembled Ga0508132_00045_2_511	CDS	null	simple sugar transport system substrate-binding protein	2	511	+	
