Gene ID	Locus Type	Locus Tag	Gene Product Name	Start Coord	End Coord	Strand	
3300049256 assembled Ga0508132_00004_100725_101468	CDS	null	pyruvate formate lyase activating enzyme	100725	101468	+	
3300049256 assembled Ga0508132_00004_101551_102657	CDS	null	GTP-binding protein YchF	101551	102657	+	
3300049256 assembled Ga0508132_00004_102685_103770	CDS	null	hypothetical protein	102685	103770	-	
3300049256 assembled Ga0508132_00004_103950_104234	CDS	null	small subunit ribosomal protein S6	103950	104234	+	
3300049256 assembled Ga0508132_00004_103_810	CDS	null	NAD-dependent dihydropyrimidine dehydrogenase PreA subunit	103	810	-	
3300049256 assembled Ga0508132_00004_104252_104632	CDS	null	single-strand DNA-binding protein	104252	104632	+	
3300049256 assembled Ga0508132_00004_104676_104912	CDS	null	small subunit ribosomal protein S18	104676	104912	+	
3300049256 assembled Ga0508132_00004_105173_106111	CDS	null	diguanylate cyclase (GGDEF)-like protein	105173	106111	+	
3300049256 assembled Ga0508132_00004_106421_106690	CDS	null	phenylpyruvate tautomerase PptA (4-oxalocrotonate tautomerase family)	106421	106690	+	
3300049256 assembled Ga0508132_00004_106694_107653	CDS	null	uncharacterized protein YybS (DUF2232 family)	106694	107653	+	
3300049256 assembled Ga0508132_00004_107668_109674	CDS	null	c-di-AMP phosphodiesterase-like protein	107668	109674	+	
3300049256 assembled Ga0508132_00004_109646_110095	CDS	null	large subunit ribosomal protein L9	109646	110095	+	
3300049256 assembled Ga0508132_00004_110109_112037	CDS	null	ATP-dependent Lon protease	110109	112037	+	
3300049256 assembled Ga0508132_00004_112109_113389	CDS	null	replicative DNA helicase	112109	113389	+	
3300049256 assembled Ga0508132_00004_113703_115004	CDS	null	adenylosuccinate lyase	113703	115004	+	
3300049256 assembled Ga0508132_00004_115019_116302	CDS	null	adenylosuccinate synthase	115019	116302	+	
3300049256 assembled Ga0508132_00004_11632_13104	CDS	null	hypothetical protein	11632	13104	-	
3300049256 assembled Ga0508132_00004_116421_116496	tRNA	null	tRNA_Lys_TTT	116421	116496	+	
3300049256 assembled Ga0508132_00004_116505_116579	tRNA	null	tRNA_Glu_TTC	116505	116579	+	
3300049256 assembled Ga0508132_00004_116585_116660	tRNA	null	tRNA_Val_TAC	116585	116660	+	
3300049256 assembled Ga0508132_00004_116664_116739	tRNA	null	tRNA_Asp_GTC	116664	116739	+	
3300049256 assembled Ga0508132_00004_116745_116820	tRNA	null	tRNA_Phe_GAA	116745	116820	+	
3300049256 assembled Ga0508132_00004_116933_117370	CDS	null	hypothetical protein	116933	117370	+	
3300049256 assembled Ga0508132_00004_117388_118029	CDS	null	predicted phosphoribosyltransferase	117388	118029	+	
3300049256 assembled Ga0508132_00004_118133_118942	CDS	null	hypothetical protein	118133	118942	+	
3300049256 assembled Ga0508132_00004_119120_119536	CDS	null	Lrp/AsnC family leucine-responsive transcriptional regulator	119120	119536	+	
3300049256 assembled Ga0508132_00004_119533_120150	CDS	null	threonine/homoserine/homoserine lactone efflux protein	119533	120150	+	
3300049256 assembled Ga0508132_00004_120206_120520	CDS	null	phosphomevalonate kinase	120206	120520	+	
3300049256 assembled Ga0508132_00004_120696_121019	CDS	null	F0F1-type ATP synthase assembly protein I	120696	121019	+	
3300049256 assembled Ga0508132_00004_121316_122287	CDS	null	fermentation-respiration switch protein FrsA (DUF1100 family)	121316	122287	+	
3300049256 assembled Ga0508132_00004_122404_122838	CDS	null	excisionase family DNA binding protein	122404	122838	+	
3300049256 assembled Ga0508132_00004_123147_123221	tRNA	null	tRNA_Gly_CCC	123147	123221	+	
3300049256 assembled Ga0508132_00004_123412_124368	CDS	null	site-specific recombinase XerD	123412	124368	+	
3300049256 assembled Ga0508132_00004_124482_125303	CDS	null	hypothetical protein	124482	125303	-	
3300049256 assembled Ga0508132_00004_125484_126158	CDS	null	hypothetical protein	125484	126158	-	
3300049256 assembled Ga0508132_00004_126661_127086	CDS	null	hypothetical protein	126661	127086	+	
3300049256 assembled Ga0508132_00004_127365_127817	CDS	null	DNA-directed RNA polymerase subunit RPC12/RpoP	127365	127817	+	
3300049256 assembled Ga0508132_00004_128114_129421	CDS	null	putative DNA primase/helicase	128114	129421	-	
3300049256 assembled Ga0508132_00004_129509_130111	CDS	null	hypothetical protein	129509	130111	-	
3300049256 assembled Ga0508132_00004_130115_130414	CDS	null	hypothetical protein	130115	130414	-	
3300049256 assembled Ga0508132_00004_13097_14284	CDS	null	N-acylneuraminate cytidylyltransferase	13097	14284	-	
3300049256 assembled Ga0508132_00004_130981_131592	CDS	null	hypothetical protein	130981	131592	+	
3300049256 assembled Ga0508132_00004_131592_131984	CDS	null	hypothetical protein	131592	131984	+	
3300049256 assembled Ga0508132_00004_132125_132739	CDS	null	integrase/recombinase XerD	132125	132739	+	
3300049256 assembled Ga0508132_00004_132786_135968	CDS	null	adenine-specific DNA-methyltransferase	132786	135968	+	
