Gene ID	Locus Type	Locus Tag	Gene Product Name	Start Coord	End Coord	Strand	
3300049256 assembled Ga0508132_00028_10077_11996	CDS	null	polyhydroxyalkanoate synthase	10077	11996	+	
3300049256 assembled Ga0508132_00028_1115_2737	CDS	null	ATPase subunit of ABC transporter with duplicated ATPase domains	1115	2737	-	
3300049256 assembled Ga0508132_00028_12167_14419	CDS	null	topoisomerase-4 subunit A	12167	14419	+	
3300049256 assembled Ga0508132_00028_14527_16020	CDS	null	signal transduction histidine kinase	14527	16020	-	
3300049256 assembled Ga0508132_00028_16025_16792	CDS	null	two-component system OmpR family response regulator	16025	16792	-	
3300049256 assembled Ga0508132_00028_17346_17774	CDS	null	hypothetical protein	17346	17774	+	
3300049256 assembled Ga0508132_00028_17926_18468	CDS	null	uncharacterized LabA/DUF88 family protein	17926	18468	+	
3300049256 assembled Ga0508132_00028_18654_19247	CDS	null	hypothetical protein	18654	19247	-	
3300049256 assembled Ga0508132_00028_19260_20021	CDS	null	Fe-only nitrogenase accessory protein AnfO	19260	20021	-	
3300049256 assembled Ga0508132_00028_20152_21540	CDS	null	nitrogenase molybdenum-iron protein beta chain	20152	21540	-	
3300049256 assembled Ga0508132_00028_21558_21908	CDS	null	nitrogenase delta subunit	21558	21908	-	
3300049256 assembled Ga0508132_00028_21924_23495	CDS	null	nitrogenase molybdenum-iron protein alpha chain	21924	23495	-	
3300049256 assembled Ga0508132_00028_23657_24484	CDS	null	nitrogenase iron protein NifH	23657	24484	-	
3300049256 assembled Ga0508132_00028_24487_24693	CDS	null	hypothetical protein	24487	24693	+	
3300049256 assembled Ga0508132_00028_25173_25361	CDS	null	hypothetical protein	25173	25361	-	
3300049256 assembled Ga0508132_00028_25392_27062	CDS	null	Nif-specific regulatory protein	25392	27062	-	
3300049256 assembled Ga0508132_00028_27377_28102	CDS	null	GMP synthase-like glutamine amidotransferase	27377	28102	-	
3300049256 assembled Ga0508132_00028_28183_28836	CDS	null	nitroimidazol reductase NimA-like FMN-containing flavoprotein (pyridoxamine 5'-phosphate oxidase superfamily)	28183	28836	-	
3300049256 assembled Ga0508132_00028_2864_8857	CDS	null	very-short-patch-repair endonuclease	2864	8857	-	
3300049256 assembled Ga0508132_00028_28901_29446	CDS	null	hypothetical protein	28901	29446	-	
3300049256 assembled Ga0508132_00028_29660_30544	CDS	null	2-methylisocitrate lyase-like PEP mutase family enzyme	29660	30544	-	
3300049256 assembled Ga0508132_00028_30805_32052	CDS	null	hypothetical protein	30805	32052	+	
